task,category,split,a0_rate,a0_stratum,A0_passed,A0_total,A0_rate,B1_passed,B1_total,B1_rate,C21_passed,C21_total,C21_rate,C23_passed,C23_total,C23_rate,BL_LS_passed,BL_LS_total,BL_LS_rate,BL_LF_passed,BL_LF_total,BL_LF_rate,BL_LE_passed,BL_LE_total,BL_LE_rate
amc12b_2021_p9,AMC,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,7,8,0.875,3,8,0.375,3,8,0.375,2,8,0.25
imo_1959_p1,IMO,Test,1.0,easy,8,8,1.0,7,8,0.875,7,8,0.875,4,8,0.5,6,8,0.75,4,8,0.5,5,8,0.625
imo_1960_p2,IMO,Test,0.0,impossible,0,8,0.0,1,8,0.125,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1961_p1,IMO,Valid,0.75,easy,6,8,0.75,7,8,0.875,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,5,8,0.625
imo_1962_p2,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,2,8,0.25,0,8,0.0
imo_1962_p4,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1963_p5,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1964_p1_1,IMO,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,6,8,0.75,7,8,0.875,8,8,1.0,8,8,1.0
imo_1964_p1_2,IMO,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0
imo_1964_p2,IMO,Test,1.0,easy,8,8,1.0,5,8,0.625,8,8,1.0,4,8,0.5,8,8,1.0,6,8,0.75,6,8,0.75
imo_1965_p1,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1965_p2,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1966_p4,IMO,Valid,0.25,hard,2,8,0.25,0,8,0.0,1,8,0.125,0,8,0.0,1,8,0.125,0,8,0.0,2,8,0.25
imo_1966_p5,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1967_p3,IMO,Valid,0.5,sweet,4,8,0.5,4,8,0.5,3,8,0.375,0,8,0.0,3,8,0.375,2,8,0.25,1,8,0.125
imo_1968_p5_1,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1969_p2,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1973_p3,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1974_p3,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1974_p5,IMO,Valid,0.125,hard,1,8,0.125,0,8,0.0,0,8,0.0,0,8,0.0,1,8,0.125,1,8,0.125,0,8,0.0
imo_1977_p5,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1977_p6,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1978_p5,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,1,8,0.125,0,8,0.0,0,8,0.0
imo_1979_p1,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1981_p6,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1982_p1,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1983_p6,IMO,Test,1.0,easy,8,8,1.0,7,8,0.875,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
imo_1984_p2,IMO,Valid,0.0,impossible,0,8,0.0,4,8,0.5,2,8,0.25,4,8,0.5,1,8,0.125,5,8,0.625,0,8,0.0
imo_1984_p6,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1985_p6,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1987_p4,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1987_p6,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1988_p6,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1990_p3,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1992_p1,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1993_p5,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_1997_p5,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_2001_p6,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_2006_p3,IMO,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imo_2019_p1,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
imosl_2007_algebra_p6,IMO,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
induction_11div10tonmn1ton,Induction,Test,0.75,easy,6,8,0.75,8,8,1.0,8,8,1.0,7,8,0.875,7,8,0.875,5,8,0.625,8,8,1.0
induction_12dvd4expnp1p20,Induction,Test,0.0,impossible,0,8,0.0,0,8,0.0,2,8,0.25,2,8,0.25,3,8,0.375,1,8,0.125,2,8,0.25
induction_1pxpownlt1pnx,Induction,Test,0.25,hard,2,8,0.25,7,8,0.875,4,8,0.5,4,8,0.5,2,8,0.25,2,8,0.25,1,8,0.125
induction_divisibility_3div2tooddnp1,Induction,Valid,1.0,easy,8,8,1.0,6,8,0.75,7,8,0.875,1,8,0.125,8,8,1.0,8,8,1.0,6,8,0.75
induction_divisibility_3divnto3m2n,Induction,Valid,1.0,easy,8,8,1.0,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
induction_divisibility_9div10tonm1,Induction,Valid,0.25,hard,2,8,0.25,4,8,0.5,5,8,0.625,5,8,0.625,3,8,0.375,2,8,0.25,2,8,0.25
induction_ineq_nsqlefactn,Induction,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
induction_nfactltnexpnm1ngt3,Induction,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
induction_pord1p1on2powklt5on2,Induction,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
induction_pprime_pdvdapowpma,Induction,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
induction_prod1p1onk3le3m1onn,Induction,Test,0.0,impossible,0,8,0.0,2,8,0.25,5,8,0.625,1,8,0.125,3,8,0.375,2,8,0.25,0,8,0.0
induction_seq_mul2pnp1,Induction,Valid,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0
induction_sum2kp1npqsqm1,Induction,Valid,1.0,easy,8,8,1.0,3,8,0.375,7,8,0.875,8,8,1.0,7,8,0.875,8,8,1.0,4,8,0.5
induction_sum_1oktkp1,Induction,Valid,1.0,easy,8,8,1.0,5,8,0.625,8,8,1.0,8,8,1.0,8,8,1.0,6,8,0.75,8,8,1.0
induction_sum_odd,Induction,Valid,1.0,easy,8,8,1.0,6,8,0.75,6,8,0.75,8,8,1.0,8,8,1.0,6,8,0.75,5,8,0.625
induction_sumkexp3eqsumksq,Induction,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_10,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_101,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_104,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0
mathd_algebra_107,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_109,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_11,MATHD_Algebra,Valid,0.25,hard,2,8,0.25,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,1,8,0.125,0,8,0.0
mathd_algebra_110,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_113,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_114,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,3,8,0.375,7,8,0.875,8,8,1.0,0,8,0.0,1,8,0.125,1,8,0.125
mathd_algebra_116,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,6,8,0.75,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_119,MATHD_Algebra,Valid,0.875,easy,7,8,0.875,8,8,1.0,7,8,0.875,8,8,1.0,4,8,0.5,3,8,0.375,5,8,0.625
mathd_algebra_123,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_125,MATHD_Algebra,Test,1.0,easy,8,8,1.0,7,8,0.875,7,8,0.875,8,8,1.0,7,8,0.875,7,8,0.875,5,8,0.625
mathd_algebra_126,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,6,8,0.75,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_129,MATHD_Algebra,Test,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,4,8,0.5,6,8,0.75,8,8,1.0
mathd_algebra_13,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,7,8,0.875,8,8,1.0,8,8,1.0
mathd_algebra_131,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_132,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,5,8,0.625,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_137,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_139,MATHD_Algebra,Test,0.875,easy,7,8,0.875,7,8,0.875,8,8,1.0,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_140,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,4,8,0.5
mathd_algebra_141,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_142,MATHD_Algebra,Test,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,7,8,0.875,6,8,0.75,4,8,0.5
mathd_algebra_143,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_144,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,7,8,0.875,7,8,0.875,6,8,0.75,7,8,0.875
mathd_algebra_148,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0
mathd_algebra_149,MATHD_Algebra,Valid,0.125,hard,1,8,0.125,4,8,0.5,4,8,0.5,0,8,0.0,0,8,0.0,0,8,0.0,1,8,0.125
mathd_algebra_15,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_151,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0
mathd_algebra_153,MATHD_Algebra,Test,1.0,easy,8,8,1.0,6,8,0.75,7,8,0.875,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_156,MATHD_Algebra,Test,0.5,sweet,4,8,0.5,7,8,0.875,7,8,0.875,8,8,1.0,5,8,0.625,8,8,1.0,7,8,0.875
mathd_algebra_158,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,2,8,0.25,0,8,0.0,6,8,0.75,2,8,0.25,1,8,0.125,2,8,0.25
mathd_algebra_159,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,5,8,0.625,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_160,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_17,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_170,MATHD_Algebra,Test,0.25,hard,2,8,0.25,2,8,0.25,1,8,0.125,1,8,0.125,4,8,0.5,0,8,0.0,0,8,0.0
mathd_algebra_171,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_176,MATHD_Algebra,Test,0.75,easy,6,8,0.75,7,8,0.875,7,8,0.875,6,8,0.75,6,8,0.75,4,8,0.5,5,8,0.625
mathd_algebra_181,MATHD_Algebra,Valid,0.75,easy,6,8,0.75,8,8,1.0,8,8,1.0,7,8,0.875,4,8,0.5,8,8,1.0,2,8,0.25
mathd_algebra_182,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_184,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_185,MATHD_Algebra,Valid,0.875,easy,7,8,0.875,6,8,0.75,7,8,0.875,8,8,1.0,8,8,1.0,5,8,0.625,7,8,0.875
mathd_algebra_188,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0
mathd_algebra_190,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_192,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_196,MATHD_Algebra,Test,0.625,easy,5,8,0.625,4,8,0.5,8,8,1.0,7,8,0.875,4,8,0.5,7,8,0.875,7,8,0.875
mathd_algebra_206,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,5,8,0.625,8,8,1.0,7,8,0.875,8,8,1.0
mathd_algebra_208,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_209,MATHD_Algebra,Test,0.25,hard,2,8,0.25,6,8,0.75,2,8,0.25,0,8,0.0,5,8,0.625,3,8,0.375,4,8,0.5
mathd_algebra_214,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_215,MATHD_Algebra,Test,0.625,easy,5,8,0.625,6,8,0.75,4,8,0.5,6,8,0.75,5,8,0.625,2,8,0.25,6,8,0.75
mathd_algebra_22,MATHD_Algebra,Valid,0.125,hard,1,8,0.125,0,8,0.0,0,8,0.0,0,8,0.0,1,8,0.125,1,8,0.125,3,8,0.375
mathd_algebra_224,MATHD_Algebra,Valid,0.75,easy,6,8,0.75,6,8,0.75,2,8,0.25,8,8,1.0,8,8,1.0,6,8,0.75,3,8,0.375
mathd_algebra_234,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_24,MATHD_Algebra,Test,0.625,easy,5,8,0.625,4,8,0.5,7,8,0.875,4,8,0.5,6,8,0.75,6,8,0.75,8,8,1.0
mathd_algebra_245,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0
mathd_algebra_246,MATHD_Algebra,Test,0.875,easy,7,8,0.875,7,8,0.875,5,8,0.625,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_247,MATHD_Algebra,Valid,0.75,easy,6,8,0.75,7,8,0.875,8,8,1.0,7,8,0.875,4,8,0.5,7,8,0.875,7,8,0.875
mathd_algebra_251,MATHD_Algebra,Valid,0.75,easy,6,8,0.75,7,8,0.875,2,8,0.25,7,8,0.875,4,8,0.5,6,8,0.75,5,8,0.625
mathd_algebra_263,MATHD_Algebra,Test,0.25,hard,2,8,0.25,2,8,0.25,7,8,0.875,8,8,1.0,1,8,0.125,0,8,0.0,3,8,0.375
mathd_algebra_267,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,5,8,0.625
mathd_algebra_270,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_275,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,1,8,0.125,1,8,0.125,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_276,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_28,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_282,MATHD_Algebra,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_288,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_289,MATHD_Algebra,Test,0.875,easy,7,8,0.875,3,8,0.375,3,8,0.375,1,8,0.125,7,8,0.875,8,8,1.0,5,8,0.625
mathd_algebra_293,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_296,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_302,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875
mathd_algebra_304,MATHD_Algebra,Test,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_31,MATHD_Algebra,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_313,MATHD_Algebra,Test,0.125,hard,1,8,0.125,1,8,0.125,0,8,0.0,0,8,0.0,2,8,0.25,1,8,0.125,2,8,0.25
mathd_algebra_314,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_320,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_323,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,4,8,0.5,8,8,1.0,6,8,0.75,7,8,0.875,3,8,0.375,8,8,1.0
mathd_algebra_327,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,7,8,0.875,6,8,0.75,7,8,0.875,4,8,0.5
mathd_algebra_329,MATHD_Algebra,Test,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_33,MATHD_Algebra,Test,1.0,easy,8,8,1.0,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_332,MATHD_Algebra,Test,0.25,hard,2,8,0.25,5,8,0.625,5,8,0.625,6,8,0.75,8,8,1.0,8,8,1.0,7,8,0.875
mathd_algebra_338,MATHD_Algebra,Test,0.75,easy,6,8,0.75,3,8,0.375,3,8,0.375,8,8,1.0,0,8,0.0,0,8,0.0,1,8,0.125
mathd_algebra_342,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_346,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_35,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_354,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_359,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_362,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_37,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_388,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_392,MATHD_Algebra,Test,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,1,8,0.125,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_393,MATHD_Algebra,Valid,0.875,easy,7,8,0.875,2,8,0.25,5,8,0.625,8,8,1.0,6,8,0.75,6,8,0.75,1,8,0.125
mathd_algebra_398,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_400,MATHD_Algebra,Test,0.875,easy,7,8,0.875,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0
mathd_algebra_405,MATHD_Algebra,Valid,0.875,easy,7,8,0.875,6,8,0.75,8,8,1.0,6,8,0.75,6,8,0.75,7,8,0.875,8,8,1.0
mathd_algebra_410,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_412,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_419,MATHD_Algebra,Test,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_421,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_422,MATHD_Algebra,Valid,0.5,sweet,4,8,0.5,5,8,0.625,6,8,0.75,8,8,1.0,8,8,1.0,6,8,0.75,8,8,1.0
mathd_algebra_427,MATHD_Algebra,Test,0.625,easy,5,8,0.625,8,8,1.0,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_43,MATHD_Algebra,Valid,1.0,easy,8,8,1.0,7,8,0.875,7,8,0.875,8,8,1.0,8,8,1.0,8,8,1.0,8,8,1.0
mathd_algebra_432,MATHD_Algebra,Test,0.875,easy,7,8,0.875,7,8,0.875,6,8,0.75,8,8,1.0,8,8,1.0,8,8,1.0,7,8,0.875
mathd_algebra_433,MATHD_Algebra,Valid,0.0,impossible,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0,0,8,0.0
mathd_algebra_437,MATHD_Algebra,Valid,0.5,sweet,4,8,0.5,3,8,0.375,6,8,0.75,6,8,0.75,7,8,0.875,5,8,0.625,4,8,0.5
